Tree_representative	GenomeID	ContigID	ProteinID	gene_type	gene	start	end	strand	HMM_Annot_IDs	product_description	PlotLabel	fill	Cluster
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335508.1	CDS	NA	3113593	3114894	-	PF07804;PF13657	type II toxin-antitoxin system HipA family toxin	PF07804;PF13657	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335509.1	CDS	NA	3114891	3115250	-	PF01381	helix-turn-helix transcriptional regulator	PF01381	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_246449488.1	CDS	NA	3115400	3115603	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335511.1	CDS	NA	3115600	3118311	-	PF07916;TIGR03782	Bacteroides conjugative transposon TraJ protein	PF07916	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335512.1	CDS	NA	3118324	3119760	-	K12072	conjugal transfer protein TraH	PF06122	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_246449490.1	CDS	NA	3119750	3120580	-	K12057;PF13728;K12057;TIGR02739;COG0386	type-F conjugative transfer system pilin assembly protein TraF	PF13728	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335513.1	CDS	NA	3120577	3122310	-	PF06986	conjugal transfer protein TraN	PF06986	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335514.1	CDS	trbC	3122307	3123059	-	PF09673;K12059;TIGR02742	Type-F conjugative transfer system pilin assembly protein	trbC	NA	14
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_010426824.1	CDS	NA	4820282	4820716	+	PF12802	MarR family transcriptional regulator	PF12802	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_209924127.1	CDS	NA	4820812	4823022	+	COG3170;K07288;COG3170;K07288;TIGR03504	Tfp pilus assembly protein FimV	COG3170;K07288;COG3170;K07288;TIGR03504	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625922.1	CDS	NA	4823055	4823405	-	PF01396	topoisomerase DNA-binding C4 zinc finger domain-containing protein	PF01396	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625901.1	CDS	NA	4823664	4825229	+	PF00015;PF08447	PAS domain-containing methyl-accepting chemotaxis protein	PF00015;PF08447	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625902.1	CDS	NA	4825794	4828799	+	PF00082;PF03797;PF12951	autotransporter serine protease	PF00082;PF03797;PF12951	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_209924128.1	CDS	NA	4828891	4832007	+	PF00082;PF03797;PF12951	autotransporter serine protease	PF00082;PF03797;PF12951	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625904.1	CDS	NA	4832453	4832743	+	NA	hypothetical protein	hypothetical protein	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625905.1	CDS	NA	4832796	4833371	-	PF02498;COG3617	Prophage antirepressor	PF02498	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625906.1	CDS	NA	4833801	4835384	+	PF07728	RM_Type_IV__FAM_1	RM_Type_IV__FAM_1	RM_Type_IV	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_209924129.1	CDS	NA	4835381	4836655	+	PF10117;COG4268;K19147	RM_Type_IV__FAM_2	RM_Type_IV__FAM_2	RM_Type_IV	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625908.1	CDS	NA	4837166	4839124	+	PF03235	DUF262 domain-containing protein	PF03235	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625909.1	CDS	NA	4839249	4845515	-	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625910.1	CDS	NA	4845525	4848845	-	NA	DruH3	DruH3	druantia_type_III	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_002554639.1	CDS	NA	4849309	4850556	-	PF00268	ribonucleotide-diphosphate reductase subunit beta	PF00268	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625911.1	CDS	NA	4851226	4851795	-	PF12568;K03825;COG1670;TIGR02382	Protein N-acetyltransferase, RimJ/RimL family	PF00583	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625912.1	CDS	NA	4851895	4852542	-	PF04972;COG2823;PF16693;COG2823	Osmotically-inducible protein OsmY, contains BON domain	PF04972	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_046236511.1	CDS	NA	4852672	4853121	-	PF07885	potassium channel family protein	PF07885	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625923.1	CDS	NA	4853147	4853776	-	PF15977;PF00027;K15861;TIGR03697;COG0664	global nitrogen regulator NtcA, cyanobacterial	PF00027;PF13545	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_338125270.1	CDS	NA	4853793	4855163	+	PF03894;PF09363	phosphoketolase family protein	PF03894;PF09363	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_122529930.1	CDS	NA	4855287	4858199	-	PF00317;PF02867;PF03477	ribonucleoside-diphosphate reductase subunit alpha	PF00317;PF02867;PF03477	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_187625913.1	CDS	NA	4858912	4859649	+	PF00072;PF00486	response regulator	PF00072;PF00486	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_054993510.1	CDS	NA	4859654	4861264	+	PF00512;PF00672;PF02518	ATP-binding protein	PF00512;PF00672;PF02518	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_122694938.1	CDS	fhuF	4861222	4861968	+	PF06276;K13255;COG4114;TIGR03951;PF06276;PF11575;K13255;COG4114;TIGR03951;PF06276;TIGR03951	Ferric iron reductase FhuF-like transporter;Ferric iron reductase protein FhuF, involved in iron transport	fhuF	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_209924130.1	CDS	NA	4861969	4862694	-	PF17837;PF01648;K02362;COG2977;TIGR00556	4'-phosphopantetheinyl transferase EntD (siderophore biosynthesis)	PF01648;PF17837	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_010432345.1	CDS	NA	4863578	4864111	+	PF01797;COG1943	REP element-mobilizing transposase RayT	PF01797;COG1943	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_032612255.1	CDS	NA	4864328	4865116	-	PF01738;COG0412;K01061;TIGR02821;PF01738;K01061;COG0412;TIGR02821;PF01738;K01061;COG0412;TIGR03101;PF01738;K01061;COG3509;TIGR03100	Dienelactone hydrolase family	PF01738	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_003407754.1	CDS	NA	4865290	4865640	+	NA	hypothetical protein	hypothetical protein	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_003407750.1	CDS	NA	4865668	4866345	+	PF00072;PF00486	response regulator	PF00072;PF00486	NA	6
WP_187625909.1	GCF_017833005.1	NZ_JAFIBK010000001.1	WP_010432355.1	CDS	NA	4866342	4867688	+	PF00512;PF02518	ATP-binding protein	PF00512;PF02518	NA	6
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_149302944.1	CDS	NA	3535985	3536620	+	PF13743;COG2761;K07396	Predicted dithiol-disulfide isomerase, DsbA family	PF01323	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643623.1	CDS	NA	3536755	3537177	+	PF07291;COG4270;PF07681;COG4270	DoxX;Methylamine utilisation protein MauE	PF07291	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643624.1	CDS	NA	3537414	3538094	+	NA	HEPN domain-containing protein	HEPN domain-containing protein	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643625.1	CDS	NA	3538183	3541647	+	PF13087;PF13482;PF13604	TM0106 family RecB-like putative nuclease	PF13087;PF13482;PF13604	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_155367845.1	CDS	NA	3541753	3541890	+	NA	hypothetical protein	hypothetical protein	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643628.1	CDS	NA	3541891	3542583	+	PF22553	hypothetical protein	PF22553	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643629.1	CDS	mcrC	3542729	3543817	-	PF10117	RM_Type_IV__FAM_2	RM_Type_IV__FAM_2	RM_Type_IV	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_149302942.1	CDS	NA	3543814	3546411	-	PF01878;PF07728	RM_Type_IV__FAM_1	RM_Type_IV__FAM_1	RM_Type_IV	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643632.1	CDS	NA	3546486	3547091	-	NA	hypothetical protein	hypothetical protein	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643633.1	CDS	NA	3547088	3547819	-	PF03372	endonuclease/exonuclease/phosphatase family protein	PF03372	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643634.1	CDS	NA	3547880	3551419	-	COG4717;K10038;PF13514;COG4717;K19171;TIGR00611;PF13514;COG4717;TIGR00611;K06074;PF13514;COG4717;TIGR00611;K22803;PF13514;COG4717;TIGR03185;K22803	Uncharacterized protein YhaN, contains AAA domain	PF13514	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643635.1	CDS	NA	3551419	3552672	-	PF00149	DNA repair exonuclease	PF00149	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643636.1	CDS	NA	3552694	3552909	-	NA	hypothetical protein	hypothetical protein	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643637.1	CDS	NA	3553278	3554900	+	PF00158;PF02954	sigma-54-dependent Fis family transcriptional regulator	PF00158;PF02954	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643638.1	CDS	NA	3554939	3558469	+	NA	DruH3	DruH3	druantia_type_III	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_187782294.1	CDS	NA	3558493	3564720	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643640.1	CDS	NA	3565005	3565421	+	NA	hypothetical protein	hypothetical protein	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_198139377.1	CDS	NA	3565414	3566331	+	PF00176	DEAD/DEAH box helicase	PF00176	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_155367846.1	CDS	NA	3566282	3569476	+	PF00270	DEAD/DEAH box helicase	PF00270	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_196251349.1	CDS	NA	3569716	3572643	+	PF09369	DUF1998 domain-containing protein	PF09369	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643643.1	CDS	NA	3572646	3574712	+	PF00580	UvrD-helicase domain-containing protein	PF00580	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_081459357.1	CDS	NA	3575007	3576635	-	PF01610;PF02796;PF14690	ISL3 family transposase	PF01610;PF02796;PF14690	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643647.1	CDS	NA	3577411	3578172	+	PF07505	DUF5131 family protein	PF07505	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643648.1	CDS	NA	3578369	3578554	-	PF13936	helix-turn-helix domain-containing protein	PF13936	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	F1729_RS13760	tRNA	NA	3578784	3578857	-	NA	tRNA-Pro	tRNA	tRNA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643649.1	CDS	NA	3579055	3580074	-	PF13432;PF14559	tetratricopeptide repeat protein	PF13432;PF14559	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643650.1	CDS	NA	3580383	3582761	-	NA	hypothetical protein	hypothetical protein	NA	15
WP_187782294.1	GCF_009720545.1	NZ_CP043931.1	WP_002643651.1	CDS	NA	3582927	3583736	-	PF07610	DUF1573 domain-containing protein	PF07610	NA	15
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_036764610.1	CDS	NA	44074	44439	-	PF01381	helix-turn-helix transcriptional regulator	PF01381	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_036764611.1	CDS	NA	44690	45064	-	PF01381	helix-turn-helix transcriptional regulator	PF01381	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_188012721.1	CDS	glmS	45306	47138	-	PF01380;PF13522	glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_005302220.1	CDS	NA	47156	47923	-	PF00455;PF08220	DeoR/GlpR family DNA-binding transcription regulator	PF00455;PF08220	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_188012722.1	CDS	glmU	48130	49488	-	PF00132;PF12804;PF14602	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	glmU	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_044180370.1	CDS	NA	49679	50101	-	PF00401;PF02823	F0F1 ATP synthase subunit epsilon	PF00401;PF02823	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_005302228.1	CDS	atpD	50119	51525	-	PF00006;PF02874;PF22919	F0F1 ATP synthase subunit beta	atpD	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_005302231.1	CDS	atpG	51558	52424	-	PF00231	F0F1 ATP synthase subunit gamma	atpG	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_086367722.1	CDS	atpA	52469	54010	-	PF00006;PF00306;PF02874	F0F1 ATP synthase subunit alpha	atpA	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_188012723.1	CDS	atpH	54027	54560	-	PF00213;COG0712;K02113;TIGR01145;PF00213;K02113;COG0712;TIGR01145;PF00213;K02113;TIGR01145;COG0712	ATP synthase, F1 delta subunit;FoF1-type ATP synthase, delta subunit	atpH	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_036764613.1	CDS	atpF	54576	55046	-	PF00430;TIGR03321;COG0711;K02109;PF16999;TIGR02926;COG2811;K02121	alternate F1F0 ATPase, F0 subunit B;ATP synthase archaeal, H subunit	atpF	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_005302247.1	CDS	atpE	55123	55380	-	PF00137;TIGR01260;COG0636	ATP synthase, F0 subunit c	atpE	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_005302250.1	CDS	atpB	55449	56234	-	PF00119	F0F1 ATP synthase subunit A	atpB	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_036764614.1	CDS	NA	56243	56632	-	PF03899;COG3312	FoF1-type ATP synthase assembly protein I	PF03899	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_086367721.1	CDS	NA	56817	57698	-	PF02195;PF17762;PF23552	ParB/RepB/Spo0J family partition protein	PF02195;PF17762;PF23552	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_005302255.1	CDS	NA	57715	58512	-	PF13614	ParA family protein	PF13614	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_188012724.1	CDS	rsmG	58529	59149	-	PF02527;K03501;TIGR00138;COG0357;PF05401;K03501;COG0357;TIGR00138;PF13679;K03501;TIGR00138;COG0357	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG;16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	rsmG	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_188012725.1	CDS	mnmG	59159	61048	-	PF13932;PF13932;PF01134;K03495;TIGR00136;COG0445	glucose-inhibited division protein A;tRNA modifying enzyme MnmG/GidA C-terminal domain	mnmG	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_068945785.1	CDS	mioC	61485	61925	-	PF00258	FMN-binding protein MioC	mioC	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_262500453.1	CDS	NA	62260	62598	-	NA	hypothetical protein	hypothetical protein	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_223175459.1	CDS	NA	63007	66342	+	NA	DruH3	DruH3	druantia_type_III	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_188012726.1	CDS	NA	66344	72628	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_240513844.1	CDS	NA	72846	73355	-	NA	hypothetical protein	hypothetical protein	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_086367715.1	CDS	NA	73559	74002	-	NA	hypothetical protein	hypothetical protein	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_086367714.1	CDS	mnmE	74174	75541	-	PF01926;PF10396;PF12631	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_069531119.1	CDS	yidC	75677	77299	-	PF14849;COG0706	YidC periplasmic domain	yidC	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_075985224.1	CDS	yidD	77302	77559	-	PF01809	membrane protein insertion efficiency factor YidD	yidD	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_370466046.1	CDS	rnpA	77526	77891	-	PF00825;TIGR00188;COG0594;PF00825;TIGR00188;COG0594;K03536	Ribonuclease P;ribonuclease P protein component, eubacterial	rnpA	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_005302269.1	CDS	rpmH	77895	78032	-	PF00468;COG0230;TIGR01030	Ribosomal protein L34	rpmH	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_188012727.1	CDS	NA	78217	78951	-	PF00005	amino acid ABC transporter ATP-binding protein	PF00005	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_005302273.1	CDS	NA	78948	79619	-	PF00528	amino acid ABC transporter permease	PF00528	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_188012728.1	CDS	NA	79655	80419	-	PF00497;TIGR02995;COG0834;K10036	ectoine/hydroxyectoine ABC transporter solute-binding protein	PF00497	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_086367713.1	CDS	dnaA	80860	82284	+	PF00308;PF08299;PF11638;PF22688	chromosomal replication initiator protein DnaA	dnaA	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_044180347.1	CDS	dnaN	82286	83383	+	PF00712;PF02767;PF02768	DNA polymerase III subunit beta	dnaN	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_086367711.1	CDS	recF	83387	84469	+	PF11398;K03629;TIGR00611;COG1195;PF13175;K03629;TIGR00611;COG1195	recF protein	recF	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_086367710.1	CDS	gyrB	84489	86903	+	PF00204;PF00986;PF01751;PF02518;PF18053;PF21249	DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_129382698.1	CDS	NA	86950	88200	-	PF00155	valine--pyruvate transaminase	PF00155	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_044180337.1	CDS	glyS	88420	90489	-	PF02092;COG0751;TIGR00211	Glycyl-tRNA synthetase, beta subunit	glyS	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_036764621.1	CDS	glyQ	90499	91410	-	PF02091;COG0752;K01878;TIGR00388	Glycyl-tRNA synthetase, alpha subunit	glyQ	NA	3
WP_188012726.1	GCF_014525275.1	NZ_JACGLV010000001.1	WP_005302299.1	CDS	NA	91700	92389	+	PF02402;PF13436;COG5510;TIGR02747	Predicted small secreted protein	PF00691;PF13488	NA	3
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	F3H95_RS25715	CDS	NA	1	164	+	NA	IS3 family transposase	IS3 family transposase	NA	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	WP_149748051.1	CDS	NA	371	781	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	WP_149748052.1	CDS	NA	1084	2019	+	PF13391	HNH endonuclease	PF13391	NA	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	WP_149748053.1	CDS	NA	2141	2479	+	PF04471	restriction endonuclease	PF04471	NA	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	WP_210248595.1	CDS	NA	2545	3165	+	PF08849	BrxA	BrxA	brex_type_I	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	WP_149748054.1	CDS	NA	3168	3764	+	PF08747	BrxB	BrxB	brex_type_I	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	WP_149748055.1	CDS	brxC	3768	7295	+	NA	BrxC	BrxC	brex_type_I	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	WP_149748056.1	CDS	pglX	7295	10819	+	PF07669	PglX	PglX	brex_type_I	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	WP_149748057.1	CDS	pglZ	10812	13313	+	PF08665	PglZ	PglZ	brex_type_I	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	WP_149748058.1	CDS	brxL	13324	15435	+	PF13337;PF16565;PF20442	BrxL	BrxL	brex_type_I	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	WP_210248596.1	CDS	NA	15700	18843	+	NA	DruH3	DruH3	druantia_type_III	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	WP_188134492.1	CDS	NA	18885	24863	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	14
WP_188134492.1	GCF_900156005.1	NZ_FTMR01000021.1	F3H95_RS25775	CDS	NA	25148	25311	-	NA	IS3 family transposase	IS3 family transposase	NA	14
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740815.1	CDS	NA	1	187	+	PF13333	IS3 family transposase	PF13333	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740816.1	CDS	NA	565	1266	-	PF13455	GIY-YIG nuclease family protein	PF13455	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740817.1	CDS	NA	1306	2184	-	PF16565	Phospholipase D-like domain at C-terminus of MIT	PF16565	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740818.1	CDS	NA	2184	4061	-	PF13175;PF13476	AAA family ATPase	PF13175;PF13476	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740819.1	CDS	NA	4346	8251	-	PF00476	DNA polymerase	PF00476	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740820.1	CDS	NA	8301	8720	-	NA	hypothetical protein	hypothetical protein	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740821.1	CDS	NA	8857	9960	-	PF01420	Specificity_I	Specificity_I	RM_type_I	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740822.1	CDS	NA	9957	11534	-	PF02384;PF12161	MTase_I	MTase_I	RM_type_I	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740823.1	CDS	NA	11661	17972	-	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740824.1	CDS	NA	17981	21295	-	NA	DruH3	DruH3	druantia_type_III	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740825.1	CDS	NA	21320	24760	-	PF00271;PF04313;PF04851;PF08463;PF13643	REase_I	REase_I	RM_type_I	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740826.1	CDS	NA	24824	26323	-	PF00158	sigma-54-dependent Fis family transcriptional regulator	PF00158	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_182745220.1	CDS	NA	26393	26617	-	PF13443	helix-turn-helix transcriptional regulator	PF13443	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_182745218.1	CDS	NA	26739	26972	+	NA	hypothetical protein	hypothetical protein	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740827.1	CDS	NA	26965	28188	+	PF00589;PF12167;PF14659	site-specific integrase	PF00589;PF12167;PF14659	integrase	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740828.1	CDS	NA	28181	29047	+	PF01966	HDIG domain-containing metalloprotein	PF01966	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740829.1	CDS	NA	29563	29718	-	NA	hypothetical protein	hypothetical protein	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	WP_188740830.1	CDS	NA	29816	31966	-	PF00563;PF00990;PF08447	bifunctional diguanylate cyclase/phosphodiesterase	PF00563;PF00990;PF08447	NA	4
WP_188740823.1	GCF_014641855.1	NZ_BMII01000041.1	IEW93_RS19085	CDS	NA	32279	33451	-	NA	Y-family DNA polymerase	Y-family DNA polymerase	NA	4
WP_189379505.1	GCF_014653195.1	NZ_BNAH01000018.1	WP_189379485.1	CDS	NA	32669	33529	+	PF04378;K07115;COG2961;TIGR04474	23S rRNA A2030 N6-methylase RlmJ	PF04378	NA	4
WP_189379505.1	GCF_014653195.1	NZ_BNAH01000018.1	WP_189379486.1	CDS	NA	33570	33845	-	NA	hypothetical protein	hypothetical protein	phage	4
WP_189379505.1	GCF_014653195.1	NZ_BNAH01000018.1	WP_189379487.1	CDS	NA	34113	35462	-	PF00270;PF00271	DEAD/DEAH box helicase	PF00270;PF00271	NA	4
WP_189379505.1	GCF_014653195.1	NZ_BNAH01000018.1	WP_189379488.1	CDS	NA	35653	35994	+	NA	hypothetical protein	hypothetical protein	NA	4
WP_189379505.1	GCF_014653195.1	NZ_BNAH01000018.1	WP_268245260.1	CDS	NA	36034	36165	-	NA	hypothetical protein	hypothetical protein	NA	4
